"","track_name","artist_name","album_name","artist_genres","track_popularity","artist_popularity","mood_danceability","mood_valence","mood_energy","mood_tempo","prop_loudness","prop_speechiness","prop_instrumentalness","context_liveness","context_acousticness"
"43","That Way - Bonus Track","Lil Uzi Vert","Eternal Atake","['melodic rap', 'philly rap', 'rap', 'trap']","64","90","0.712","0.504","0.598","130.007","-5.368","0.0388","0.0","0.154","0.0546"
"44","Sunday Best","Surfaces","Where the Light Is","['bedroom soul', 'pop']","77","77","0.878","0.694","0.525","112.022","-6.832","0.0578","0.0","0.0714","0.183"
"45","34+35","Ariana Grande","Positions","['dance pop', 'pop']","81","93","0.83","0.485","0.585","109.978","-6.476","0.094","0.0","0.248","0.237"
"46","Prisoner (feat. Dua Lipa)","Miley Cyrus","Prisoner (feat. Dua Lipa)","['dance pop', 'pop', 'post-teen pop']","64","87","0.781","0.595","0.67","127.99","-3.912","0.0452","0.0","0.0761","0.0103"
"47","Levitating (feat. DaBaby)","Dua Lipa","Levitating (feat. DaBaby)","['dance pop', 'pop', 'uk pop']","79","94","0.702","0.915","0.825","102.977","-3.787","0.0601","0.0","0.0674","0.00883"
"48","THE SCOTTS","THE SCOTTS","THE SCOTTS","[]","76","64","0.716","0.28","0.537","129.979","-7.648","0.0514","0.0","0.157","0.233"
"49","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]","['deep underground hip hop', 'kentucky hip hop', 'rap']","76","91","0.904","0.835","0.723","145.013","-5.224","0.26","0.0","0.185","0.0631"
"50","Breaking Me","Topic","Breaking Me","['dance pop', 'edm', 'electro house', 'german dance', 'pop dance', 'pop edm', 'tropical house']","78","80","0.789","0.664","0.72","122.031","-5.652","0.218","0.0","0.129","0.223"
"51","Head & Heart (feat. MNEK)","Joel Corry","Head & Heart (feat. MNEK)","['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']","81","82","0.734","0.905","0.874","122.953","-3.158","0.0662","1.14e-05","0.0489","0.168"
"52","Savage Love (Laxed - Siren Beat)","Jawsh 685","Savage Love (Laxed - Siren Beat)","['nz pop']","77","70","0.767","0.761","0.481","150.076","-8.52","0.0803","0.0","0.269","0.234"
"53","Put Your Records On","Ritt Momney","Put Your Records On","['bedroom pop', 'indie pop']","77","66","0.399","0.151","0.491","91.066","-10.778","0.0538","0.00089","0.11","0.0563"
"54","Laugh Now Cry Later (feat. Lil Durk)","Drake","Laugh Now Cry Later (feat. Lil Durk)","['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']","80","98","0.761","0.522","0.518","133.976","-8.871","0.134","3.47e-05","0.107","0.244"
"55","Godzilla (feat. Juice WRLD)","Eminem","Music To Be Murdered By","['detroit hip hop', 'hip hop', 'rap']","83","95","0.808","0.829","0.745","165.995","-5.26","0.342","0.0","0.292","0.145"
"56","Holy (feat. Chance The Rapper)","Justin Bieber","Holy","['canadian pop', 'pop']","75","96","0.673","0.372","0.704","86.919","-8.056","0.36","0.0","0.0898","0.196"
"57","In Your Eyes","The Weeknd","After Hours","['canadian contemporary r&b', 'canadian pop', 'pop']","78","97","0.667","0.717","0.719","100.021","-5.371","0.0346","8.1e-05","0.0736","0.00285"
"58","Supalonely (feat. Gus Dapperton)","BENEE","Hey u x","['alt z', 'nz pop', 'pop']","63","72","0.862","0.841","0.631","128.978","-4.746","0.0515","0.000209","0.123","0.291"
"59","Rare","Selena Gomez","Rare","['dance pop', 'pop', 'post-teen pop']","64","86","0.838","0.631","0.545","114.998","-6.713","0.0706","8.01e-05","0.103","0.208"
"60","my ex's best friend (with blackbear)","Machine Gun Kelly","my ex's best friend (with blackbear)","['ohio hip hop', 'pop rap']","1","89","0.728","0.33","0.685","124.934","-5.096","0.0433","0.0","0.152","0.00391"
"61","ON (Feat. Sia)","BTS","MAP OF THE SOUL : 7","['k-pop', 'k-pop boy group']","17","96","0.591","0.386","0.848","105.922","-4.397","0.0828","0.0","0.372","0.137"
"62","MAMACITA","Black Eyed Peas","MAMACITA","['dance pop', 'pop', 'pop rap']","69","84","0.894","0.428","0.635","105.013","-6.929","0.0473","0.00105","0.0823","0.193"
"63","Tusa","KAROL G","Tusa","['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']","77","91","0.803","0.574","0.715","101.085","-3.28","0.298","0.000134","0.0574","0.295"
"64","everything i wanted","Billie Eilish","everything i wanted","['art pop', 'electropop', 'pop']","81","93","0.704","0.243","0.225","120.006","-14.454","0.0994","0.657","0.106","0.902"
"65","Be Kind (with Halsey)","Marshmello","Be Kind (with Halsey)","['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']","76","86","0.63","0.452","0.633","93.995","-7.088","0.0457","0.0","0.0541","0.00776"
"66","Someone You Loved","Lewis Capaldi","Divinely Uninspired To A Hellish Extent","['pop', 'uk pop']","84","82","0.501","0.446","0.405","109.891","-5.679","0.0319","0.0","0.105","0.751"
"67","Ride It","Regard","Ride It","['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house']","80","77","0.88","0.884","0.751","117.948","-4.258","0.0874","6.43e-05","0.106","0.177"
"68","Lonely (with benny blanco)","Justin Bieber","Lonely (with benny blanco)","['canadian pop', 'pop']","75","96","0.631","0.0927","0.239","79.859","-7.071","0.0398","0.0","0.116","0.864"
"69","UN DIA (ONE DAY) (Feat. Tainy)","J Balvin","UN DIA (ONE DAY) (Feat. Tainy)","['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']","76","93","0.571","0.393","0.693","168.169","-8.234","0.0545","0.0","0.173","0.00536"
"70","ily (i love you baby) (feat. Emilee)","Surf Mesa","ily (i love you baby) (feat. Emilee)","['tropical house']","77","69","0.674","0.33","0.774","112.05","-7.567","0.0892","0.00188","0.393","0.0686"
"71","Physical","Dua Lipa","Future Nostalgia","['dance pop', 'pop', 'uk pop']","74","94","0.647","0.746","0.844","146.967","-3.756","0.0457","0.000658","0.102","0.0137"
"72","Haw??i","Maluma","PAPI JUANCHO","['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']","76","89","0.783","0.558","0.727","180.067","-3.454","0.389","2.46e-05","0.0626","0.185"
"73","If the World Was Ending (feat. Julia Michaels)","JP Saxe","If the World Was Ending (feat. Julia Michaels)","['alt z', 'canadian contemporary r&b', 'pop']","78","73","0.464","0.604","0.473","75.801","-10.086","0.129","0.0","0.109","0.866"
"74","RITMO (Bad Boys For Life)","Black Eyed Peas","Translation","['dance pop', 'pop', 'pop rap']","44","84","0.723","0.684","0.704","105.095","-7.088","0.0571","0.00109","0.792","0.0259"
"75","Sour Candy (with BLACKPINK)","Lady Gaga","Sour Candy (with BLACKPINK)","['art pop', 'dance pop', 'pop']","66","88","0.752","0.784","0.87","120.006","-3.812","0.0623","1.12e-05","0.489","0.0604"
"76","Wishing Well","Juice WRLD","Legends Never Die","['chicago rap', 'melodic rap']","0","95","0.65","0.0804","0.613","149.972","-6.13","0.128","0.0","0.267","0.00336"
"77","Play Date","Melanie Martinez","Cry Baby (Deluxe Edition)","['alt z', 'electropop', 'pop']","79","83","0.68","0.446","0.729","123.97","-5.077","0.0475","0.0","0.224","0.612"
"78","Know Your Worth","Khalid","Know Your Worth","['pop', 'pop r&b']","72","90","0.79","0.508","0.694","103.007","-7.726","0.0708","0.00252","0.281","0.145"
"79","Sunflower - Spider-Man: Into the Spider-Verse","Post Malone","Hollywood's Bleeding","['dfw rap', 'melodic rap', 'rap']","79","91","0.755","0.925","0.522","89.96","-4.368","0.0575","0.0","0.0685","0.533"
"80","Ice Cream (with Selena Gomez)","BLACKPINK","Ice Cream (with Selena Gomez)","['k-pop', 'k-pop girl group']","64","84","0.79","0.904","0.729","159.989","-3.843","0.334","9.31e-05","0.0411","0.0342"
"81","bad guy","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","['art pop', 'electropop', 'pop']","83","93","0.701","0.562","0.425","135.128","-10.965","0.375","0.13","0.1","0.328"
"82","Go Crazy","Chris Brown","Slime & B","['dance pop', 'pop', 'pop rap', 'r&b', 'rap']","77","90","0.755","0.581","0.578","94.148","-8.932","0.145","0.0","0.25","0.316"
"83","Wonder","Shawn Mendes","Wonder","['canadian pop', 'dance pop', 'pop', 'viral pop']","72","90","0.333","0.132","0.637","139.898","-4.904","0.0581","1.8e-05","0.149","0.131"
"84","TKN (feat. Travis Scott)","ROSAL??A","TKN (feat. Travis Scott)","['r&b en espanol']","71","89","0.776","0.485","0.509","94.634","-6.266","0.467","1.49e-06","0.115","0.192"
"85","BELIEVE IT","PARTYNEXTDOOR","PARTYMOBILE","['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']","70","80","0.43","0.731","0.7","158.373","-5.35","0.264","0.0","0.216","0.0902"
"86","What A Man Gotta Do","Jonas Brothers","What A Man Gotta Do","['boy band', 'dance pop', 'pop', 'post-teen pop']","70","80","0.852","0.324","0.698","113.039","-7.206","0.0629","1.03e-06","0.0773","0.00839"
"87","Lovesick Girls","BLACKPINK","THE ALBUM","['k-pop', 'k-pop girl group']","72","84","0.654","0.448","0.707","127.97","-5.661","0.0664","0.0","0.0873","0.00559"
"88","Stupid Love","Lady Gaga","Stupid Love","['art pop', 'dance pop', 'pop']","31","88","0.676","0.796","0.815","117.973","-4.294","0.0625","0.00041","0.275","0.00146"
"89","Heather","Conan Gray","Kid Krow","['bedroom pop', 'pop']","84","84","0.357","0.27","0.425","102.078","-7.301","0.0333","0.0","0.322","0.584"
"90","Safaera","Bad Bunny","YHLQMDLG","['latin', 'reggaeton', 'trap latino']","80","100","0.607","0.685","0.829","96.172","-4.074","0.379","0.0","0.107","0.0103"
"91","HIGHEST IN THE ROOM","Travis Scott","HIGHEST IN THE ROOM","['hip hop', 'rap', 'slap house', 'trap']","81","92","0.598","0.0605","0.427","76.469","-8.764","0.0317","5.83e-06","0.21","0.0546"
"92","Take You Dancing","Jason Derulo","Take You Dancing","['dance pop', 'pop', 'pop rap', 'post-teen pop']","79","85","0.789","0.753","0.711","112.985","-4.248","0.041","0.0","0.0876","0.0332"
"93","Good News","Mac Miller","Circles","['hip hop', 'pittsburgh rap', 'rap']","75","88","0.794","0.241","0.32","174.088","-12.92","0.173","0.134","0.112","0.853"
"94","my future","Billie Eilish","my future","['art pop', 'electropop', 'pop']","71","93","0.444","0.0875","0.309","104.745","-10.956","0.062","0.132","0.352","0.795"
"95","Se??orita","Shawn Mendes","Shawn Mendes (Deluxe)","['canadian pop', 'dance pop', 'pop', 'viral pop']","78","90","0.759","0.749","0.548","116.967","-6.049","0.029","0.0","0.0828","0.0392"
"96","I???m Ready (with Demi Lovato)","Sam Smith","I???m Ready (with Demi Lovato)","['dance pop', 'pop', 'uk pop']","62","86","0.501","0.152","0.674","155.051","-6.363","0.0408","3.56e-05","0.282","0.00346"
"97","HOLIDAY","Lil Nas X","HOLIDAY","['lgbtq+ hip hop', 'pop']","75","89","0.81","0.837","0.511","151.947","-6.924","0.164","0.0","0.0832","0.12"
"98","goosebumps","Travis Scott","Birds In The Trap Sing McKnight","['hip hop', 'rap', 'slap house', 'trap']","83","92","0.841","0.43","0.728","130.049","-3.37","0.0484","0.0","0.149","0.0847"
"99","Mood Swings (feat. Lil Tjay)","Pop Smoke","Shoot For The Stars Aim For The Moon","['brooklyn drill']","78","88","0.48","0.269","0.602","179.798","-6.335","0.368","0.0","0.0848","0.487"
"100","motive (with Doja Cat)","Ariana Grande","Positions","['dance pop', 'pop']","78","93","0.789","0.661","0.742","116.965","-5.664","0.0652","0.0","0.166","0.0681"
