Rank,track_name,artist_name,album_name,artist_genres,track_popularity,artist_popularity,mood_danceability,mood_valence,mood_energy,mood_tempo,prop_loudness,prop_speechiness,prop_instrumentalness,context_liveness,context_acousticness
98,Sugar (feat. Francesco Yates),Robin Schulz,Sugar,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'pop rap', 'tropical house']",76,83,0.636,0.636,0.815,123.063,-5.098,0.0581,0.0,0.163,0.0185
99,Watch Me (Whip / Nae Nae),Silent??,Watch Me (Whip / Nae Nae),"['chicago bop', 'pinoy hip hop']",0,55,0.819,0.964,0.768,139.982,-8.522,0.134,0.0,0.334,0.234
100,All Eyes on You (feat. Chris Brown & Nicki Minaj),Meek Mill,Dreams Worth More Than Money,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",68,81,0.589,0.251,0.658,77.521,-5.288,0.203,0.0,0.118,0.0242
1,Starboy,The Weeknd,Starboy,"['canadian contemporary r&b', 'canadian pop', 'pop']",0,97,0.681,0.535,0.594,186.054,-7.028,0.282,3.49e-06,0.134,0.165
2,One Dance,Drake,Views,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",84,98,0.792,0.37,0.625,103.967,-5.609,0.0536,0.0018,0.329,0.00776
3,Love Yourself,Justin Bieber,Purpose (Deluxe),"['canadian pop', 'pop']",0,96,0.609,0.515,0.378,100.418,-9.828,0.438,0.0,0.28,0.835
4,Closer,The Chainsmokers,Closer,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",83,86,0.748,0.661,0.524,95.01,-5.599,0.0338,0.0,0.111,0.414
5,Hello,Adele,Hello,"['british soul', 'pop', 'pop soul', 'uk pop']",1,90,0.471,0.289,0.431,157.98,-6.129,0.0342,0.0,0.0854,0.329
6,Panda,Desiigner,New English,"['pop rap', 'rap', 'trap', 'viral trap']",70,69,0.576,0.236,0.766,144.833,-4.943,0.449,1.68e-06,0.366,0.028
7,Hurts So Good,Astrid S,Hurts So Good,"['alt z', 'dance pop', 'electropop', 'norwegian pop', 'pop', 'post-teen pop', 'tropical house']",0,73,0.672,0.379,0.589,120.036,-5.008,0.049,0.0,0.0962,0.082
8,Cheap Thrills (feat. Sean Paul),Sia,Cheap Thrills (feat. Sean Paul),"['australian dance', 'australian pop', 'pop']",67,88,0.592,0.728,0.8,89.972,-4.931,0.215,2.01e-06,0.0775,0.0561
9,Into You,Ariana Grande,Dangerous Woman,"['dance pop', 'pop']",3,93,0.623,0.37,0.734,107.853,-5.948,0.107,1.75e-06,0.145,0.0162
10,Work,Rihanna,ANTI (Deluxe),"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",75,92,0.725,0.558,0.534,91.974,-6.238,0.0946,0.0,0.0919,0.0752
11,Wait a Minute!,WILLOW,ARDIPITHECUS,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop']",86,84,0.764,0.672,0.705,101.003,-5.279,0.0278,1.94e-05,0.0943,0.0371
12,Sorry,Justin Bieber,Purpose (Deluxe),"['canadian pop', 'pop']",80,96,0.654,0.41,0.76,99.945,-3.669,0.045,0.0,0.299,0.0797
13,CAN'T STOP THE FEELING! (from DreamWorks Animation's TROLLS),Justin Timberlake,CAN'T STOP THE FEELING! (from DreamWorks Animation's TROLLS),"['dance pop', 'pop']",76,83,0.666,0.702,0.83,113.03,-5.715,0.0751,0.0,0.191,0.0123
14,PILLOWTALK,ZAYN,PILLOWTALK,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",59,81,0.588,0.429,0.702,124.909,-4.271,0.0496,0.0,0.089,0.104
15,I Know What You Did Last Summer,Shawn Mendes,Handwritten,"['canadian pop', 'dance pop', 'pop', 'viral pop']",73,90,0.687,0.743,0.761,113.939,-4.582,0.0876,0.0,0.147,0.102
16,Never Forget You,MNEK,Never Forget You,"['tropical house', 'uk contemporary r&b', 'uk dance']",45,78,0.583,0.276,0.732,145.992,-5.728,0.0457,9.86e-06,0.269,0.00312
17,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Nine Track Mind,"['dance pop', 'pop', 'viral pop']",79,86,0.728,0.352,0.563,100.017,-8.053,0.134,0.0,0.179,0.621
18,Wherever I Go,OneRepublic,Oh My My (Deluxe),"['dance pop', 'piano rock', 'pop', 'pop rock']",70,86,0.552,0.349,0.689,99.961,-6.444,0.0425,0.0,0.27,0.0915
19,Shout Out to My Ex,Little Mix,Glory Days: The Platinum Edition,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",1,84,0.773,0.8,0.747,126.014,-4.061,0.0889,8.23e-06,0.11,0.0239
20,Needed Me,Rihanna,ANTI (Deluxe),"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",79,92,0.671,0.296,0.314,110.898,-8.091,0.244,0.0,0.0825,0.11
21,Treat You Better,Shawn Mendes,Illuminate,"['canadian pop', 'dance pop', 'pop', 'viral pop']",82,90,0.444,0.747,0.819,82.695,-4.078,0.341,0.0,0.107,0.106
22,All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),"['edm', 'electropop', 'pop', 'pop dance', 'tropical house']",71,68,0.681,0.181,0.521,94.997,-5.849,0.141,8.41e-05,0.108,0.12
23,Cold Water (feat. Justin Bieber & M??),Major Lazer,Cold Water (feat. Justin Bieber & M??),"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",0,79,0.608,0.501,0.798,92.943,-5.092,0.0432,0.0,0.156,0.0736
24,"Sit Still, Look Pretty",Daya,"Sit Still, Look Pretty","['alt z', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",1,75,0.657,0.543,0.739,181.994,-4.081,0.274,0.0,0.178,0.141
25,This Is What You Came For (feat. Rihanna),Calvin Harris,This Is What You Came For (feat. Rihanna),"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",79,87,0.631,0.465,0.927,123.962,-2.787,0.0332,0.119,0.148,0.199
26,Roses,The Chainsmokers,Roses,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",73,86,0.713,0.343,0.802,100.001,-7.055,0.0561,0.00377,0.309,0.0435
27,Starving,Hailee Steinfeld,HAIZ,"['dance pop', 'pop', 'post-teen pop']",0,76,0.695,0.532,0.615,99.817,-4.194,0.104,0.0,0.104,0.379
28,In the Name of Love,Martin Garrix,In the Name of Love,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",76,82,0.501,0.168,0.519,133.99,-5.88,0.0409,0.0,0.454,0.109
29,Hymn for the Weekend,Coldplay,A Head Full of Dreams,"['permanent wave', 'pop']",82,92,0.491,0.412,0.693,90.027,-6.487,0.0377,6.92e-06,0.325,0.211
30,Side To Side,Ariana Grande,Dangerous Woman,"['dance pop', 'pop']",0,93,0.648,0.603,0.738,159.145,-5.883,0.247,0.0,0.292,0.0408
31,Can I Be Him,James Arthur,Back from the Edge,"['pop', 'talent show', 'uk pop']",74,83,0.696,0.479,0.543,107.969,-6.164,0.0489,0.0,0.0939,0.308
32,History,One Direction,Made In The A.M. (Deluxe Edition),"['boy band', 'pop', 'post-teen pop', 'talent show']",72,89,0.655,0.802,0.699,86.704,-4.421,0.0493,0.0,0.064,0.0352
33,All Time Low,Jon Bellion,The Human Condition,['pop rap'],70,73,0.617,0.505,0.567,90.246,-4.188,0.0828,0.0,0.0933,0.0584
34,Ophelia,The Lumineers,Ophelia,"['folk-pop', 'pop', 'pop rock', 'stomp and holler']",0,81,0.664,0.621,0.576,76.026,-6.429,0.0286,0.000198,0.0902,0.63
35,This Town,Niall Horan,This Town,"['dance pop', 'pop', 'post-teen pop']",58,81,0.679,0.195,0.407,111.814,-7.778,0.0302,0.0,0.122,0.699
36,When We Were Young,Adele,25,"['british soul', 'pop', 'pop soul', 'uk pop']",2,90,0.377,0.264,0.595,144.464,-5.936,0.0489,0.0,0.095,0.303
37,Same Old Love,Selena Gomez,Revival (Deluxe),"['dance pop', 'pop', 'post-teen pop']",69,86,0.672,0.438,0.593,98.02,-4.01,0.0304,0.0,0.214,0.0223
38,Good Grief,Bastille,Wild World (Complete Edition),"['metropopolis', 'modern rock', 'pop', 'pop rock']",65,80,0.73,0.877,0.758,120.041,-4.888,0.0653,0.0,0.311,0.147
39,Close,Nick Jonas,Last Year Was Complicated,"['dance pop', 'pop', 'post-teen pop']",68,70,0.654,0.401,0.623,123.996,-5.273,0.082,0.0,0.144,0.253
40,Dangerous Woman,Ariana Grande,Dangerous Woman,"['dance pop', 'pop']",0,93,0.677,0.297,0.604,134.052,-5.32,0.0385,0.0,0.353,0.0612
41,Hotline Bling,Drake,Views,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0,98,0.903,0.539,0.62,134.96,-8.094,0.0587,0.000119,0.0504,0.00347
42,Let Me Love You,DJ Snake,Encore,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",81,82,0.649,0.163,0.716,99.988,-5.371,0.0349,2.63e-05,0.135,0.0863
43,Hide Away,Daya,"Sit Still, Look Pretty","['alt z', 'dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",1,75,0.885,0.466,0.801,95.011,-4.716,0.0882,1.65e-06,0.0733,0.225
44,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,"At Night, Alone.","['dance pop', 'edm', 'pop', 'pop rap', 'pop rock']",77,75,0.664,0.71,0.714,101.969,-6.645,0.111,8.42e-06,0.0843,0.0353
45,Don't,Bryson Tiller,T R A P S O U L,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']",78,83,0.765,0.189,0.356,96.991,-5.556,0.195,0.0,0.0963,0.223
46,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,7/27 (Deluxe),"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",75,73,0.803,0.593,0.585,105.017,-5.861,0.0432,3.94e-06,0.0644,0.103
47,Send My Love (To Your New Lover),Adele,25,"['british soul', 'pop', 'pop soul', 'uk pop']",1,90,0.688,0.565,0.532,164.068,-8.361,0.0875,3.08e-06,0.172,0.0356
48,"Me, Myself & I",G-Eazy,When It's Dark Out,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",77,81,0.756,0.389,0.674,111.995,-6.518,0.0959,0.0,0.158,0.0184
49,Too Good,Drake,Views,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",73,98,0.794,0.397,0.653,117.996,-7.839,0.104,4.88e-05,0.1,0.0489
50,Say It,Tory Lanez,I Told You,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",73,84,0.546,0.247,0.529,107.331,-10.511,0.0583,6.5e-06,0.124,0.0862
51,Here,Alessia Cara,Know-It-All (Deluxe),"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop']",65,80,0.376,0.327,0.822,120.493,-3.974,0.104,0.0,0.0841,0.0783
52,Dangerously,Charlie Puth,Nine Track Mind,"['dance pop', 'pop', 'viral pop']",61,86,0.696,0.23,0.517,112.291,-8.379,0.0366,0.0,0.197,0.364
53,Tears (feat. Louisa Johnson),Clean Bandit,Tears (feat. Louisa Johnson),"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",59,81,0.605,0.298,0.77,130.037,-3.645,0.0446,0.0,0.159,0.0431
54,You & Me,Marc E. Bassy,You & Me,"['pop', 'pop rap', 'r&b']",0,70,0.687,0.619,0.645,84.925,-8.38,0.19,0.0,0.201,0.0362
55,Sorry,Beyonc??,Lemonade,"['dance pop', 'pop', 'r&b']",67,87,0.775,0.356,0.598,129.988,-7.274,0.0535,4.44e-06,0.253,0.00175
56,Hotter Than Hell,Dua Lipa,Dua Lipa (Deluxe),"['dance pop', 'pop', 'uk pop']",64,94,0.532,0.529,0.868,110.127,-4.23,0.0908,0.0,0.0584,0.011
57,"i hate u, i love u (feat. olivia o'brien)",Garrett Nash,us,"['electropop', 'pop', 'pop rap']",77,70,0.492,0.18,0.275,92.6,-13.4,0.3,0.0,0.101,0.687
58,Middle,DJ Snake,Encore,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0,82,0.611,0.213,0.7,104.981,-5.331,0.0436,0.0,0.0549,0.0199
59,Just Hold On,Steve Aoki,Just Hold On,"['dance pop', 'edm', 'electro house', 'pop dance', 'pop rap', 'tropical house']",63,79,0.647,0.374,0.932,114.991,-3.515,0.0824,1.5e-06,0.0574,0.00383
60,Hands To Myself,Selena Gomez,Revival (Deluxe),"['dance pop', 'pop', 'post-teen pop']",67,86,0.811,0.466,0.499,111.016,-7.161,0.118,2.44e-06,0.342,0.0147
61,My House,Flo Rida,My House,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",76,83,0.688,0.74,0.702,94.006,-4.792,0.0499,0.0,0.128,0.0215
62,Sex,Cheat Codes,Sex,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house']",0,78,0.51,0.209,0.692,102.42,-5.825,0.171,0.0,0.138,0.00451
63,No Money,Galantis,No Money,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",67,81,0.671,0.803,0.916,126.01,-4.014,0.0397,0.00762,0.24,0.0282
64,Don't Let Me Down,The Chainsmokers,Don't Let Me Down,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",78,86,0.532,0.422,0.869,159.803,-5.094,0.172,0.00508,0.136,0.157
65,Perfect Strangers,Jonas Blue,Perfect Strangers,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",0,80,0.742,0.709,0.819,117.986,-5.307,0.0487,0.0,0.277,0.372
66,Somebody Else,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it","['modern alternative rock', 'modern rock', 'pop', 'rock']",70,78,0.618,0.459,0.793,101.015,-5.711,0.0601,0.0154,0.126,0.204
67,Cake By The Ocean,DNCE,DNCE,"['dance pop', 'pop', 'post-teen pop']",79,75,0.774,0.896,0.753,119.002,-5.446,0.0517,0.0,0.0371,0.152
68,Ride,Twenty One Pilots,Blurryface,"['modern rock', 'rock']",80,85,0.645,0.566,0.713,74.989,-5.355,0.0393,0.0,0.113,0.00835
69,When You Love Someone,James TW,First Impressions,"['neo mellow', 'pop', 'pop rock', 'uk pop']",0,71,0.68,0.339,0.446,125.863,-6.039,0.0281,0.0,0.0515,0.256
70,Fresh Eyes,Andy Grammer,Fresh Eyes,"['dance pop', 'modern rock', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop']",49,75,0.828,0.872,0.56,122.054,-6.685,0.0327,3.66e-05,0.15,0.548
71,Exchange,Bryson Tiller,T R A P S O U L,"['kentucky hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap']",76,83,0.525,0.276,0.433,160.108,-10.598,0.185,0.0,0.135,0.107
72,Never Be Like You,Flume,Skin,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",0,77,0.443,0.248,0.558,116.838,-5.436,0.0624,0.0,0.163,0.441
73,Pink + White,Frank Ocean,Blonde,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",79,87,0.544,0.554,0.552,159.738,-7.45,0.0991,4.57e-05,0.415,0.67
74,NO,Meghan Trainor,Thank You (Deluxe Version),"['dance pop', 'hip pop', 'pop', 'post-teen pop']",69,80,0.557,0.657,0.803,92.134,-3.599,0.213,1.61e-06,0.737,0.0124
75,All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,7/27 (Deluxe),"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']",61,73,0.689,0.755,0.791,95.04,-5.194,0.053,0.0,0.0526,0.023
76,Controlla,Drake,Views,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",72,98,0.59,0.349,0.468,92.287,-11.083,0.185,0.0,0.101,0.0789
77,One Call Away,Charlie Puth,Nine Track Mind,"['dance pop', 'pop', 'viral pop']",70,86,0.667,0.47,0.613,91.024,-5.353,0.0344,0.0,0.115,0.403
78,Lost Boy,Ruth B.,Lost Boy,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",72,80,0.71,0.348,0.0565,123.994,-15.099,0.0534,0.0,0.0889,0.965
79,Alarm,Anne-Marie,Alarm,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",57,82,0.756,0.811,0.589,146.928,-5.093,0.232,0.0,0.176,0.0812
80,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",67,91,0.367,0.365,0.915,110.169,-3.456,0.0488,5.81e-05,0.0905,0.0022
81,My Way,Calvin Harris,My Way,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",74,87,0.818,0.536,0.913,119.986,-3.06,0.0426,3.69e-05,0.161,0.093
82,History,Olivia Holt,Olivia,"['alt z', 'dance pop', 'pop', 'post-teen pop', 'social media pop']",60,57,0.767,0.541,0.631,100.968,-6.762,0.0541,0.0,0.119,0.0997
83,Papercuts (feat. Vera Blue),Illy,Papercuts (feat. Vera Blue),"['australian hip hop', 'australian indie', 'australian pop', 'australian talent show', 'australian trap', 'pop rap']",50,56,0.369,0.467,0.618,191.863,-6.304,0.249,0.0,0.257,0.161
84,Say It,Flume,Skin,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",53,77,0.581,0.273,0.531,75.255,-6.829,0.0322,3.27e-06,0.0616,0.0731
85,The Sound,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it","['modern alternative rock', 'modern rock', 'pop', 'rock']",60,78,0.648,0.566,0.936,120.708,-4.745,0.0762,6.93e-06,0.482,0.085
86,LUV,Tory Lanez,I Told You,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap']",0,84,0.688,0.247,0.541,95.109,-8.128,0.114,0.0,0.123,0.0118
87,Sexual,NEIKED,Sexual,['scandipop'],63,74,0.797,0.843,0.567,108.024,-7.503,0.0651,0.0,0.0705,0.0692
88,Love Me Now,John Legend,Love Me Now,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",54,81,0.416,0.716,0.773,122.65,-3.784,0.0949,0.0,0.105,0.572
89,Cool Girl,Tove Lo,Cool Girl,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",0,79,0.674,0.234,0.71,101.983,-7.042,0.111,6.71e-06,0.129,0.343
90,Just Like Fire (From the Original Motion Picture Alice Through The Looking Glass),P!nk,Just Like Fire (From the Original Motion Picture Alice Through The Looking Glass),"['dance pop', 'pop']",68,84,0.632,0.523,0.702,162.958,-5.92,0.148,0.0,0.108,0.0114
91,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,Big Baby DRAM,"['alternative r&b', 'pop rap', 'rap', 'virginia hip hop']",62,66,0.886,0.708,0.525,145.99,-7.39,0.131,0.0,0.057,0.236
92,Adventure of a Lifetime,Coldplay,A Head Full of Dreams,"['permanent wave', 'pop']",76,92,0.638,0.53,0.924,111.995,-3.887,0.036,0.000175,0.149,0.00205
93,7 Years,Lukas Graham,Lukas Graham,"['danish pop', 'pop', 'scandipop']",78,76,0.765,0.34,0.473,119.992,-5.829,0.0514,0.0,0.391,0.287
94,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",75,91,0.502,0.739,0.786,169.021,-4.378,0.317,0.0,0.65,0.255
95,Sweet Lovin' - Radio Edit,Sigala,Sweet Lovin',"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",46,78,0.683,0.674,0.91,124.977,-1.231,0.0515,4.78e-06,0.336,0.0553
96,Low Life (feat. The Weeknd),Future,EVOL,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",73,91,0.722,0.102,0.331,143.961,-7.789,0.0726,0.282,0.146,0.337
97,Final Song,M??,Final Song,"['art pop', 'dance pop', 'danish pop', 'electropop', 'pop']",65,74,0.695,0.245,0.672,104.988,-6.109,0.0345,7.95e-05,0.0756,0.014
98,Gold,Kiiara,Gold,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop']",55,67,0.6,0.408,0.412,113.049,-9.343,0.344,0.0025,0.134,0.615
99,H.O.L.Y.,Florida Georgia Line,Dig Your Roots,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",0,80,0.526,0.537,0.675,78.0,-3.989,0.0339,0.0,0.0727,0.379
100,Fast Car,Jonas Blue,Fast Car,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",1,80,0.459,0.581,0.587,113.901,-6.983,0.0785,0.0,0.307,0.453
1,Shape of You,Ed Sheeran,?? (Deluxe),"['pop', 'uk pop']",84,96,0.825,0.931,0.652,95.977,-3.183,0.0802,0.0,0.0931,0.581
2,Symphony (feat. Zara Larsson),Clean Bandit,So Good,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",0,81,0.718,0.497,0.609,122.95,-4.699,0.043,3.29e-05,0.234,0.281
3,Despacito (Featuring Daddy Yankee),Luis Fonsi,Despacito (Featuring Daddy Yankee),"['latin', 'latin pop', 'puerto rican pop']",0,80,0.66,0.846,0.786,177.833,-4.757,0.17,0.0,0.112,0.209
4,Too Good At Goodbyes,Sam Smith,The Thrill Of It All (Special Edition),"['dance pop', 'pop', 'uk pop']",78,86,0.681,0.476,0.372,91.873,-8.237,0.0432,0.0,0.169,0.64
5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",75,81,0.72,0.742,0.763,101.965,-4.068,0.0523,0.0,0.18,0.406
6,Havana (feat. Young Thug),Camila Cabello,Havana (feat. Young Thug),"['dance pop', 'pop', 'post-teen pop']",2,89,0.768,0.418,0.517,104.992,-4.323,0.0312,3.8e-05,0.104,0.186
7,Thunder,Imagine Dragons,Evolve,"['modern rock', 'rock']",1,93,0.6,0.298,0.81,167.88,-4.749,0.0479,0.21,0.155,0.00683
8,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,Red Pill Blues (Deluxe),"['pop', 'pop rock']",68,90,0.783,0.418,0.61,100.047,-6.124,0.0696,0.0,0.0983,0.343
9,Something Just Like This,The Chainsmokers,Memories...Do Not Open,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",82,86,0.617,0.446,0.635,103.019,-6.769,0.0317,1.44e-05,0.164,0.0498
10,Perfect,Ed Sheeran,?? (Deluxe),"['pop', 'uk pop']",84,96,0.599,0.168,0.448,95.05,-6.312,0.0232,0.0,0.106,0.163
11,There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate (Deluxe),"['canadian pop', 'dance pop', 'pop', 'viral pop']",0,90,0.857,0.966,0.8,121.996,-4.035,0.0583,0.0,0.0913,0.381
12,All Night,The Vamps,Night & Day (Night Edition),"['boy band', 'dance pop', 'pop', 'post-teen pop']",73,75,0.538,0.507,0.804,144.992,-5.194,0.0358,0.0,0.33,0.0041
13,Scars To Your Beautiful,Alessia Cara,Know-It-All (Deluxe),"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop']",75,80,0.319,0.449,0.739,194.169,-5.74,0.272,0.0,0.111,0.0285
14,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,Dusk Till Dawn (feat. Sia) [Radio Edit],"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",77,81,0.259,0.0951,0.437,180.042,-6.589,0.0386,1.32e-06,0.106,0.102
15,No Lie,Sean Paul,Mad Love The Prequel,"['dance pop', 'dancehall', 'pop', 'pop rap']",83,85,0.742,0.463,0.882,102.04,-2.862,0.117,0.0,0.206,0.0466
16,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","['dance pop', 'pop', 'post-teen pop']",76,76,0.664,0.742,0.708,103.07,-4.154,0.0474,0.0,0.0841,0.0337
17,Cold (feat. Future),Maroon 5,Red Pill Blues (Deluxe),"['pop', 'pop rock']",0,90,0.697,0.506,0.716,99.905,-6.288,0.113,0.0,0.0424,0.118
18,Attention,Charlie Puth,Attention,"['dance pop', 'pop', 'viral pop']",0,86,0.774,0.777,0.626,100.041,-4.432,0.0432,3.12e-05,0.0848,0.0969
19,Paris,The Chainsmokers,Memories...Do Not Open,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",73,86,0.653,0.219,0.658,99.99,-6.428,0.0304,1.66e-06,0.0939,0.0215
20,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,Pretty Girl (Cheat Codes X CADE Remix),"['alt z', 'dance pop', 'dark pop', 'pop', 'post-teen pop']",60,70,0.703,0.733,0.868,121.03,-4.661,0.0291,0.132,0.104,0.15
21,Say You Won't Let Go,James Arthur,Back from the Edge,"['pop', 'talent show', 'uk pop']",83,83,0.358,0.494,0.557,85.043,-7.398,0.059,0.0,0.0902,0.695
22,That's What I Like,Bruno Mars,24K Magic,"['dance pop', 'pop']",82,92,0.853,0.86,0.56,134.066,-4.961,0.0406,0.0,0.0944,0.013
23,Mercy,Shawn Mendes,Illuminate (Deluxe),"['canadian pop', 'dance pop', 'pop', 'viral pop']",0,90,0.561,0.383,0.674,148.127,-4.882,0.0818,0.0,0.111,0.118
24,New Rules,Dua Lipa,Dua Lipa (Deluxe),"['dance pop', 'pop', 'uk pop']",60,94,0.763,0.592,0.72,116.01,-5.181,0.0691,1.11e-05,0.114,0.00261
25,Stay,Zedd,Stay,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']",75,80,0.69,0.544,0.622,102.04,-5.025,0.0622,0.0,0.116,0.253
26,No Promises (feat. Demi Lovato),Cheat Codes,No Promises (feat. Demi Lovato),"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house']",67,78,0.741,0.595,0.667,112.956,-5.445,0.134,0.0,0.106,0.0575
27,Mama,Jonas Blue,Jonas Blue: Electronic Nature - The Mix 2017,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",51,80,0.739,0.547,0.792,104.016,-4.256,0.0418,0.0,0.0516,0.091
28,Most Girls,Hailee Steinfeld,Most Girls,"['dance pop', 'pop', 'post-teen pop']",72,76,0.756,0.417,0.572,102.986,-7.019,0.0763,0.0,0.0853,0.0478
29,Scared to Be Lonely,Martin Garrix,Scared to Be Lonely,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",77,82,0.584,0.195,0.54,137.972,-7.786,0.0576,0.0,0.261,0.0895
